jgarcia        02/11/2010 14:27:24 D	1	0
rmartinez      02/11/2010 14:29:05 D	1	0
rcordero       02/11/2010 14:30:26 D	1	0
jevargas       02/11/2010 14:31:45 D	1	0
amaldonado     02/11/2010 14:34:42 D	1	0
mgrandillert   02/11/2010 14:34:52 D	0	0
rcoronel       02/11/2010 14:36:56 D	1	0
tescriva       02/11/2010 14:39:13 D	0	0
fmeza          02/11/2010 14:39:19 D	1	0
jsolorzano     02/11/2010 14:41:50 D	1	0
ecotana        02/11/2010 14:42:25 D	0	0
vbadani        02/11/2010 14:44:03 D	1	0
gmontano       02/11/2010 14:44:23 D	1	0
nzurita        02/11/2010 14:49:38 D	1	0
cquiroga       02/11/2010 14:49:46 D	1	0
lsaravia       02/11/2010 14:59:36 D	1	0
jaquispe       02/11/2010 15:04:30 D	1	0
czamora        02/11/2010 17:25:05 0	1	0
eyrady         02/11/2010 18:30:27 0	1	0
aencinas       02/11/2010 18:30:37 0	1	0
jcanedo        02/11/2010 18:35:01 0	1	0
jgarcia        02/11/2010 18:36:28 0	1	0
ecotana        02/11/2010 18:41:10 D	0	0
tescriva       02/11/2010 18:41:48 D	0	0
despinoza      02/11/2010 18:42:03 0	1	0
nzurita        02/11/2010 18:42:09 0	1	0
fmeza          02/11/2010 18:42:17 D	1	0
jsolorzano     02/11/2010 18:42:27 0	1	0
rcordero       02/11/2010 18:42:35 0	1	0
gmontano       02/11/2010 18:43:21 0	1	0
jvargas        02/11/2010 18:43:58 0	1	0
rmartinez      02/11/2010 18:44:47 0	1	0
lsaravia       02/11/2010 18:45:02 0	1	0
jevargas       02/11/2010 18:56:40 0	1	0
amaldonado     02/11/2010 18:57:33 0	1	0
gaguilar       02/11/2010 18:59:25 0	1	0
agarcia        02/11/2010 19:04:17 0	1	0
dayaviri       02/11/2010 19:06:58 0	1	0
jbalderrama    02/11/2010 19:23:09 0	1	0
rsoliz         02/11/2010 19:25:37 0	1	0
mgrandillert   02/11/2010 19:30:01 D	0	0
rvera          02/11/2010 19:30:32 0	1	0
mescobar       02/11/2010 19:34:27 0	1	0
smarino        02/11/2010 20:30:33 0	1	0
vbadani        02/11/2010 20:36:04 0	1	0
jfuertes       02/12/2010 07:52:56 D	1	0
randia         02/12/2010 07:53:39 D	1	0
mescobar       02/12/2010 07:56:47 D	1	0
rmartinez      02/12/2010 07:57:20 D	1	0
lortuno        02/12/2010 08:01:08 D	1	0
hmantezana     02/12/2010 08:12:24 D	1	0
pclaros        02/12/2010 08:15:33 D	1	0
jevargas       02/12/2010 08:18:38 D	1	0
jgarcia        02/12/2010 08:19:49 D	1	0
jleano         02/12/2010 08:22:06 D	1	0
eyrady         02/12/2010 08:24:27 D	1	0
agarcia        02/12/2010 08:25:29 D	1	0
jvargas        02/12/2010 08:25:46 D	1	0
jcanedo        02/12/2010 08:27:05 D	1	0
aencinas       02/12/2010 08:31:29 D	1	0
drocha         02/12/2010 08:31:37 D	1	0
amaldonado     02/12/2010 08:33:22 D	1	0
jbalderrama    02/12/2010 08:33:30 D	1	0
nzurita        02/12/2010 08:33:42 D	1	0
rarteaga       02/12/2010 08:33:50 D	1	0
rvera          02/12/2010 08:34:50 D	1	0
mgrandillert   02/12/2010 08:35:32 D	0	0
tescriva       02/12/2010 08:37:47 D	0	0
czamora        02/12/2010 08:38:00 D	1	0
jpinto         02/12/2010 08:40:03 D	1	0
